Qu_1_a,Qu_1_b,Qu_1_c,Qu_1_d,Qu_2_a,Qu_2_b,Qu_2_c,Qu_2_d,Qu_3_a,Qu_3_b,Qu_3_c,Qu_3_d,Qu_4_a,Qu_4_b,Qu_4_c,Qu_4_d,Qu_5,Qu_6,Qu_7,Qu_8,Qu_9,Qu_10,Qu_11,Qu_12,Qu_13,Qu_14_a,Qu_14_b,Qu_15_a,Qu_15_b,Qu_15_c,Qu_15_d
2,6,1,2,1,3,2,4,6,5,1,4,3,3,2,3,United Kingdom,United Kingdom,Female,18,Student,College/University Degree,Very Low,Very Low,No,6,7,2,3,3,3
1,2,1,6,2,1,2,,2,1,2,6,2,2,6,6,England,England,Male,27,Postgraduate Student,MasterÕs Degree,Low,Low,No,4,4,1,1,1,1
5,2,2,2,3,3,6,3,2,3,6,3,3,5,6,3,Canada,Canada,Male,37,Marketing,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
1,1,1,1,3,2,7,5,2,2,7,5,3,3,2,5,Germany,Germany,Female,56,Manager,Master&amp;rsquo;s Degree,Medium,High,Yes,3,1,1,1,1,1
2,2,1,2,2,3,6,1,1,6,6,2,3,3,4,3,Turkey,Turkey,2,23,Engineer,3,3,3,1,7,7,2,2,1,1
2,2,2,7,1,3,4,2,2,3,3,2,2,3,4,5,Turkey,Turkey,1,24,Student,3,3,3,0,1,1,2,3,2,1
1,1,1,1,4,2,3,1,3,3,1,4,1,4,3,2,Mexico,Mexico,Male,30,Student,MasterÕs Degree,Medium,Medium,No,7,7,6,5,2,3
2,1,1,1,1,1,3,2,2,1,2,3,1,1,3,1,United Kingdom,United Kingdom,Female,29,Student,College/University Degree,Medium,Low,No,4,7,1,2,2,1
6,2,2,6,7,5,7,4,2,2,2,6,6,2,5,2,South Africa,South Africa,Male,18,"No Job, I`m Still A Student",High School/Secondary School&amp,Medium,Medium,No,2,6,1,1,1,1
3,2,3,3,4,5,6,5,3,4,5,4,4,5,4,5,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Low,Low,Yes,4,6,1,1,1,1
3,2,2,5,2,4,6,3,2,2,5,2,3,1,2,1,Jordan,Jordan,Male,19,Student,High School/Secondary School,Medium,Medium,Yes,2,1,1,3,1,1
4,1,1,1,1,2,5,2,1,1,1,1,1,1,1,3,Germany,South Africa,Female,39,Lecturer,Master&amp;rsquo;s Degree,Medium,Medium,No,7,2,1,1,1,1
3,2,2,4,3,4,6,5,3,3,4,4,2,4,4,4,Columbia,Columbia,Female,27,Researcher,Master's Degree,High,Very Low,Yes,5,7,3,4,3,5
3,5,3,3,4,4,3,4,3,3,5,4,3,3,4,4,China,China,0,25,Clerk,2,2,3,No,6,4,7,1,1,6
6,3,1,7,4,7,1,7,2,1,3,6,6,3,3,7,South Africa,South Africa,Male,19,Student,High School/Secondary School&amp,Low,Low,Yes,7,6,1,3,6,7
3,1,1,2,3,4,2,3,3,2,1,2,2,3,2,1,South Africa,South Africa,Female,20,Student,High School/Secondary School&amp,Very Low,Very Low,Yes,2,1,1,1,7,7
7,1,2,2,2,6,7,3,2,7,7,2,1,2,1,1,South Africa,South Africa,Male,20,Studying,High School/Secondary School&amp,Very Low,Low,Yes,2,1,7,5,7,7
6,4,7,4,3,3,5,4,2,2,4,5,6,4,7,4,Greece,Greece,Male,23,Student,College/University Degree,Medium,Medium,No,6,7,2,1,1,2
5,2,1,2,2,5,5,3,1,2,3,1,2,3,4,2,South Africa,South Africa,Female,21,Non,High School/Secondary School&amp,Low,Medium,Yes,3,1,1,3,1,1
5,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,China,China,Male,31,Ceo,College/University Degree,Medium,Medium,No,2,2,3,2,3,2
5,4,2,3,3,4,5,5,4,4,6,3,1,1,2,1,China,China,Male,20,Student,University,Very Low,Low,No,5,6,2,2,1,1
3,1,1,2,1,2,3,6,2,2,4,6,2,5,7,7,South Africa,South Africa,Male,20,Student,High School/Secondary School&amp,Medium,Medium,Yes,2,1,1,1,1,1
2,1,1,1,2,2,3,2,1,1,2,1,3,2,2,1,United Kingdom,United Kingdom,Male,22,Customer Service Assistant,College/University Degree,Low,Low,No,7,7,2,3,3,1
2,2,1,7,2,1,3,3,2,2,2,2,1,1,3,1,Switzerland,Switzerland,Male,25,Student,College/University Degree,Very Low,Medium,No,7,7,3,5,3,1
3,2,1,2,3,2,3,2,3,2,3,2,2,1,4,1,United Kingdom,United Kingdom,Male,19,Student,High School/Secondary School,Low,Medium,Yes,4,3,2,2,2,2
3,2,3,3,2,4,4,3,3,2,3,4,3,3,2,3,Hong Kong,Hong Kong,Male,23,Student,MasterÕs Degree,Medium,Medium,No,6,6,1,3,1,1
1,1,1,1,1,1,7,1,1,1,4,1,2,1,2,2,South Africa,South Africa,Male,63,Architect,Master&amp;rsquo;s Degree,High,Medium,No,7,7,1,1,1,1
3,2,2,1,1,2,3,2,2,2,3,3,2,4,4,3,India,India,Male,23,Assistant Professor,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,5,1,1,1,1,1
4,3,3,3,3,5,7,3,3,3,,3,3,4,3,3,United States,United States,Female,27,Homemaker,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,7,2,5,5,5,5
3,4,2,2,2,3,3,2,1,3,4,1,1,2,1,3,Philippines,Philippines,Male,32,Sales,College/University Degree,,Medium,Yes,3,4,3,2,2,3
2,4,2,2,2,2,6,3,2,3,6,3,3,1,2,3,China,China,Male,25,Journalist,College/University Degree,Medium,Medium,Yes,4,4,2,2,1,2
5,4,3,6,5,4,5,3,3,4,5,5,4,3,4,5,India,India,Male,27,It Professional,College/University Degree&amp;am,Medium,Medium,Yes,5,2,4,5,4,3
6,4,2,2,1,3,7,3,1,3,4,3,3,4,2,3,Brazil,Brazil,Female,18,Student,Some College,High,High,No,7,7,3,2,6,2
7,4,3,4,1,3,7,4,1,4,6,4,1,3,4,3,United States,Jordan,Male,47,Small Business Owner,High School/Secondary School&amp,Very Low,Very Low,Yes,2,1,7,7,7,7
7,6,5,6,5,5,5,4,4,5,6,5,4,5,6,5,United States,United States,Male,26,Student,College/University Degree,High,High,Yes,5,6,5,6,6,6
2,2,2,1,1,1,1,1,2,1,1,2,3,7,2,1,Bolivia,Bolivia,Female,25,Student,MasterÕs Degree,Very Low,Low,Yes,4,2,5,4,5,3
2,2,2,2,3,2,7,2,4,1,4,2,2,1,5,2,United Kingdom,United Kingdom,Male,21,Student,College/University Degree,Very Low,Medium,No,6,7,2,4,2,2
2,3,2,2,5,4,6,3,3,2,6,5,3,2,5,2,Turkey,Turkey,2,22,Acedemic,4,2,4,0,2,3,3,3,3,3
2,6,1,2,2,2,2,4,1,3,6,3,3,1,1,2,China,China,Male,21,Student,College/University Degree,Medium,Medium,No,6,6,1,2,1,2
4,2,2,3,3,4,4,2,4,4,2,4,3,4,4,4,England,England,Female,32,Teacher,MasterÕs Degree,Medium,Low,No,7,7,1,4,1,1
2,2,4,5,3,4,5,5,1,2,5,4,2,2,1,4,United States,United States,Male,25,Student,Master's Degree,Low,Medium,No,7,7,1,2,1,1
4,3,2,2,3,5,7,6,1,1,4,4,2,2,2,2,China,China,Male,23,Student,Master's Degree,Very Low,Medium,No,7,7,2,2,1,1
2,1,1,1,2,2,3,3,2,2,2,3,2,1,2,1,United Kingdom,United Kingdom,Female,34,Executive,MasterÕs Degree,Medium,High,Yes,2,2,2,1,1,1
1,2,2,3,3,5,7,2,1,2,3,1,4,4,3,5,South Africa,South Africa,Female,18,Student,High School/Secondary School&amp,Medium,Medium,Yes,3,1,3,4,7,6
1,1,1,1,4,2,2,5,,,,,,,,,China,China,Female,24,Student,Master&#039;s Degree,Very Low,Medium,No,6,1,1,1,1,1
2,2,2,2,2,2,6,2,2,2,6,2,2,6,5,2,China,China,Male,32,It,College/University Degree,High,High,No,6,6,1,1,1,1
6,2,2,2,1,2,5,3,1,1,7,3,2,2,3,3,South Africa,South Africa,Female,31,Business Analyst,College/University Degree&amp;nb,Medium,High,Yes,6,2,1,1,1,1
7,1,1,2,3,1,3,5,1,1,1,1,1,6,3,6,South Africa,South Africa,Female,19,None,High School/Secondary School&amp,Medium,Medium,Yes,2,1,1,1,2,2
7,2,2,7,1,1,3,2,2,2,2,2,2,6,6,2,India,India,Female,34,Accountant,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,6,1,1
6,5,2,2,5,2,6,3,2,1,5,2,1,1,1,4,Taiwan,Taiwan,Female,57,Administration Staff,3,1,4,1,1,1,1,1,1,1
5,3,3,3,2,4,4,3,3,5,5,3,2,4,5,3,China,China,Female,25,Marketing,College/University Degree,Very Low,Medium,No,6,6,1,1,1,1
1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,United Kingdom,United Kingdom,Male,25,Student,MasterÕs Degree,Very Low,Low,Yes,4,3,5,3,6,2
2,1,1,2,1,1,4,1,1,1,4,1,2,4,3,2,Vietnam,Vietnam,Female,24,Banker,Master's Degree,Low,Medium,No,6,6,6,4,7,5
,2,1,1,1,1,7,2,1,1,4,2,1,2,3,1,South Africa,South Africa,Female,57,Supervisor,Some College&amp;nbsp;&amp;nbsp;,Medium,Medium,Yes,1,1,1,3,1,1
1,1,1,1,3,2,6,4,3,2,6,5,3,2,5,4,United States,United States,Male,36,Unemployed,College/University Degree&amp;am,Low,Low,No,7,7,1,5,1,1
5,2,1,2,2,2,3,6,2,2,3,6,2,2,3,3,South Africa,South Africa,Female,55,Lecturer,Master&amp;rsquo;s Degree,Medium,Medium,Yes,2,1,1,1,1,1
5,5,4,5,2,4,7,5,3,4,3,3,2,2,3,3,Uk,Uk,Female,22,Student,College/University Degree,Medium,Medium,No,5,5,3,3,1,1
7,2,1,1,4,5,7,4,4,3,7,4,2,1,2,1,France,France,Male,29,Regional Hr Manager,MasterÕs Degree,Medium,High,No,7,6,2,3,1,1
3,2,2,7,1,1,2,3,3,1,3,6,2,3,2,2,Brazil,Brazil,Female,55,University Staff,College/University DegreeÊ,Medium,Medium,Yes,6,1,3,5,1,1
2,1,2,4,2,1,3,3,4,4,3,3,3,2,5,3,China,China,Male,23,Student,College/University Degree,Very Low,High,No,7,7,1,4,4,1
3,4,3,4,5,4,3,4,3,4,4,3,4,3,5,4,China,China,Male,23,Student,MasterÕs Degree,Medium,Medium,No,6,4,4,4,2,2
1,1,1,1,7,3,7,7,5,2,7,7,5,5,3,5,United States,United States,Female,28,N/A,College/University Degree&amp;am,Very Low,Very Low,No,7,7,4,5,3,4
3,3,2,1,3,4,7,3,2,2,4,2,1,3,7,2,China,China,Female,25,Company Employee,Some College,Medium,Medium,No,7,7,2,1,1,1
3,2,2,7,1,1,2,3,3,1,3,6,2,3,2,2,Brazil,Brazil,Female,55,University Staff,College/University DegreeÊ,Medium,Medium,Yes,6,1,3,5,1,1
1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,Philippines,Philippines,Female,38,Admin,Master's Degree,Very High,Very High,Yes,1,1,2,7,7,7
3,2,3,3,3,2,5,2,2,2,5,2,1,1,3,1,United Kingdom,United Kingdom,Female,56,House Wife,High School/Secondary School,Very Low,Medium,Yes,2,1,2,2,1,2
2,2,2,2,1,2,1,1,2,1,1,1,2,2,4,1,China,China,Female,25,Student,MasterÕs Degree,Low,High,No,7,7,1,3,2,2
1,2,1,1,2,2,3,2,2,2,3,2,3,3,3,2,Iraq,Iraq,Male,30,Student,College/University Degree,Medium,High,Yes,1,4,4,3,4,1
2,2,3,6,1,2,6,5,2,2,2,3,3,1,1,1,China,China,Female,21,Student,College/University Degree,Very Low,Low,No,7,7,1,1,1,3
2,2,1,1,6,6,7,3,3,4,5,2,5,2,4,1,United Kingdom,United Kingdom,Female,20,Student,High School/Secondary School,Medium,High,Yes,4,1,1,1,1,1
6,6,2,2,2,3,3,3,2,2,3,3,3,3,3,4,United States,United States,Female,38,Business Analyst,College/University Degree&amp;am,Medium,Medium,Yes,2,1,2,3,2,2
5,2,3,5,2,3,4,4,2,5,4,4,2,4,4,4,Viet Nam,Viet Nam,Male,28,Student,College/University Degree,Medium,Medium,No,5,6,2,2,1,1
3,2,1,6,1,3,5,2,1,1,2,2,1,2,3,2,Mexico,Mexico,Male,33,It Consultor,Master's Degree,High,High,Yes,2,1,2,2,1,2
3,2,3,4,3,2,4,3,3,4,3,2,2,3,2,4,China,China,Female,19,Student,High School/Secondary School,Medium,Medium,No,7,7,1,2,1,2
5,3,1,3,3,5,3,3,2,1,1,2,2,6,4,2,China,China,Female,29,Manger,Master's Degree,Medium,High,No,6,6,1,1,1,1
7,1,1,1,1,7,7,2,1,7,7,4,4,1,1,1,China,China,Male,25,Web Engineer,College/University Degree,Medium,Medium,Yes,4,1,1,1,1,3
4,3,2,2,3,3,5,4,2,3,5,5,1,2,5,4,China,China,Male,23,Student,University,Very Low,Medium,No,7,7,1,3,2,3
2,2,3,3,2,4,4,3,2,3,4,3,4,2,2,4,Viet Nam,Viet Nam,Male,26,Student,Master's Degree,Medium,Medium,Yes,3,3,4,2,1,3
3,3,3,2,1,1,3,1,2,3,3,3,2,3,1,3,China,China,Male,23,Student,College/University Degree,Medium,Medium,No,5,5,3,2,3,2
4,3,2,2,5,2,3,6,2,3,2,2,2,3,2,3,India,India,Female,26,Part Time,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,3,1,1,1,1,1
2,2,2,1,2,2,5,3,2,2,5,3,1,1,3,1,Malaysia,Malaysia,Female,24,Junior Writer,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
1,1,1,1,1,1,5,7,1,1,5,6,1,1,5,6,China,China,1,30,Advertising,2,2,2,No,5,4,6,1,1,1
1,1,1,1,2,3,7,3,2,2,3,2,6,6,6,6,South Africa,Canada,Female,35,Senior Lecturer In Auditing,Master&amp;rsquo;s Degree,High,High,Yes,3,1,1,1,1,1
1,2,3,7,4,3,5,3,2,1,7,3,2,3,4,3,China,China,Female,22,Student,College/University Degree,Very Low,High,No,7,7,1,1,1,2
3,2,1,1,1,1,3,2,1,1,2,1,2,1,2,1,Mexico,Mexico,Male,42,Teacher / Professor,College/University Degree,Medium,Medium,Yes,4,1,1,1,1,1
2,3,3,1,2,2,2,4,3,3,3,5,2,3,1,1,United Kingdom,United Kingdom,Female,22,Student,College/University Degree,Medium,Medium,No,6,7,2,2,3,3
2,4,2,4,6,2,5,4,6,2,4,5,4,1,3,4,China,China,Female,23,Student,College/University Degree,Low,Medium,No,7,7,4,1,1,1
6,4,3,5,7,7,7,7,4,4,5,5,2,4,4,4,Japan,Japan,Male,24,Student,College/University Degree,Medium,Medium,No,4,5,1,1,1,1
3,4,4,4,5,5,3,4,5,3,5,4,4,6,3,4,China,China,Male,23,Student,Master's Degree,Medium,Medium,No,4,4,3,4,5,3
3,3,1,2,2,2,3,2,2,2,3,2,1,3,2,2,Thailand,China,Female,28,White Collar,College/University Degree,Medium,Medium,No,7,7,1,1,1,1
3,2,2,5,3,3,7,4,3,3,,3,3,3,7,3,Canada,Canada,Male,44,Transportation,Some College,Medium,High,No,7,7,1,1,1,1
3,2,2,3,3,5,6,4,3,4,3,4,3,6,2,3,United Kingdom,South Africa,Female,24,Student,College/University Degree,Low,Medium,Yes,3,3,1,1,1,2
5,2,2,2,3,3,6,5,2,3,6,6,2,1,1,1,Brazil,Brazil,Female,20,Student,Some College,Low,Medium,Yes,1,1,1,2,6,3
4,2,2,4,2,3,3,4,2,2,4,5,3,4,4,5,India,India,Female,26,Team Manager,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,1,1,1
1,1,1,1,1,1,6,3,1,1,5,1,2,1,6,2,Turkey,Turkey,1,24,Student,1,3,3,0,1,1,1,1,1,1
2,2,3,2,3,3,3,2,3,3,3,2,6,6,6,2,Hong Kong,Hong Kong,Male,30,Banking,College/University Degree,Medium,Medium,No,7,7,1,2,1,1
2,2,2,3,3,2,2,1,2,2,3,3,4,3,3,4,China,China,Female,24,Hr,MasterÕs Degree,Medium,Medium,No,3,3,3,3,3,3
7,1,1,2,1,2,5,5,1,2,7,1,1,5,7,1,Brazil,Brazil,Female,45,University Staff,Doctoral Degree,Medium,Medium,Yes,4,1,1,1,1,1
2,2,2,6,2,6,3,3,2,2,1,1,2,1,1,1,Greece,Greece,Male,49,University Professor,Doctoral Degree,Medium,Medium,Yes,2,2,5,3,6,5
3,2,2,1,2,2,3,3,2,2,2,2,1,1,1,1,Nigeria,Nigeria,Female,35,Student,Master&amp;rsquo;s Degree,Medium,Medium,Yes,1,1,1,1,1,1
2,2,2,3,2,3,7,1,2,2,4,2,2,3,3,2,China,China,Female,24,Student,4,3,3,Yes,1,3,1,1,1,1
1,2,2,1,1,2,3,3,2,2,2,2,2,2,3,3,France,France,Male,27,Student,College/University Degree,Medium,Medium,No,7,5,1,2,3,2
2,2,2,1,6,5,7,6,3,2,7,3,3,2,2,2,United States,Poland,Female,19,Student,High School/Secondary School,Low,Medium,Yes,2,1,1,2,1,1
1,5,1,3,2,7,2,4,2,6,2,2,1,7,6,2,United Kingdom,China,Female,23,Student,Master's Degree,Medium,Medium,No,7,7,1,3,5,4
2,2,1,2,3,2,7,3,2,1,6,2,3,2,4,1,Canada,Canada,Female,52,Retired It Support,College/University Degree,Low,Low,No,7,3,1,1,1,1
4,3,3,3,4,3,7,4,4,3,,4,2,2,2,3,Philippines,Philippines,Female,35,Home Maker,College/University Degree,Medium,High,Yes,2,1,3,3,2,3
1,1,1,1,3,2,5,3,1,2,4,3,2,1,2,3,United Kingdom,United Kingdom,Male,20,Barista,High School/Secondary School,Low,Low,No,7,7,1,6,1,1
3,2,3,6,2,3,7,3,1,2,6,3,2,1,5,3,Canada,Canada,Female,23,Security,College/University Degree,Low,Low,No,5,7,2,3,1,1
2,2,2,2,6,3,7,7,3,2,6,6,3,2,3,5,United Kingdom,United Kingdom,Female,51,Secretary,Some College,Medium,Medium,No,7,7,1,3,1,1
1,1,1,1,4,2,2,5,,4,4,3,3,,4,4,China,China,Female,24,Student,Master&#039;s Degree,Very Low,Medium,No,,,,,,
7,3,1,1,7,2,7,1,1,1,4,7,2,4,1,1,South Africa,South Africa,Female,20,Student,High School/Secondary School&amp,Medium,Medium,Yes,2,1,6,1,1,5
2,2,2,2,3,3,7,3,2,2,5,2,2,2,6,2,China,China,Female,24,Student,College/University Degree,Very Low,Medium,Yes,5,6,2,5,1,1
1,1,1,1,5,2,7,3,2,2,3,2,2,1,3,3,United Kingdom,United Kingdom,Male,21,Student,Some College,Very Low,Medium,No,7,7,3,5,2,2
4,5,6,2,1,2,3,2,2,2,3,2,1,2,3,3,China,China,Male,27,Student,Master's Degree,Medium,Medium,No,7,6,1,3,2,2
4,3,3,1,1,1,4,4,1,1,3,3,2,3,1,2,China,China,1,25,Student,4,1,1,Yes,4,3,7,1,1,1
3,3,2,2,4,4,5,3,3,2,2,2,3,3,2,4,Philippines,Philippines,Female,44,Not Working,Some College,Medium,Medium,Yes,3,2,3,4,4,5
2,2,2,2,2,2,4,2,2,2,6,2,2,6,6,2,India,India,Male,38,Service,College/University Degree&amp;am,Medium,Medium,Yes,2,1,1,1,1,1
6,2,1,6,2,1,1,2,2,2,2,2,2,3,5,2,China,China,Female,28,Consulting,College/University Degree,Medium,Medium,Yes,6,6,1,7,7,4
2,1,1,1,2,1,3,3,2,1,3,3,2,1,3,3,China,China,Female,23,Student,Master,Very Low,Medium,No,7,7,1,2,1,1
2,5,4,3,2,1,1,1,6,1,6,4,2,1,3,3,China,China,Male,22,Student,College/University Degree,Very Low,Very Low,Yes,3,6,2,3,3,3
1,1,1,1,1,1,1,1,4,2,2,2,2,,3,3,China,China,Male,25,Student,College/University Degree,High,Low,No,7,7,1,3,1,2
2,2,2,2,6,2,7,6,2,2,7,4,2,2,4,2,Uk,Uk,Female,34,Postgraduate Student,MasterÕs Degree,Ver Low,Ver Low,No,7,7,2,3,1,2
1,1,1,7,1,1,6,2,1,1,6,2,2,2,6,3,Columbia,Columbia,Male,31,Lecturer,Master's Degree,High,High,Yes,7,7,1,1,1,1
4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,China,China,Female,22,Student,Master,Medium,Medium,Yes,6,6,1,1,1,1
2,2,2,2,4,3,5,4,3,3,4,4,3,2,2,3,China,China,Female,24,Student,Master's Degree,Medium,Medium,No,6,4,3,3,1,1
4,4,7,1,2,2,4,7,2,6,6,6,7,6,3,3,United States,United States,Male,24,Student,Master&#039;s Degree,Medium,Medium,Yes,2,1,4,6,1,1
4,3,3,3,3,2,3,6,3,2,2,7,6,5,6,5,India,India,Male,34,Insurance,Master&amp;amp;rsquo;s Degree,Medium,Medium,Yes,3,1,5,4,4,1
3,3,1,5,4,3,7,3,3,2,6,5,2,2,2,5,Brazil,Brazil,Female,33,Manager,College/University DegreeÊ,Medium,Medium,Yes,5,1,3,3,3,2
2,2,1,1,2,2,3,3,2,2,3,3,3,3,2,2,United Kingdom,United Kingdom,Female,24,Student,4,3,3,Yes,2,1,2,2,1,1
2,2,3,6,3,3,6,2,2,2,4,2,3,5,5,7,Slovenia,Slovenia,Female,22,Student,College/University Degree,Low,Low,No,7,2,3,2,2,2
1,2,3,2,5,3,7,4,3,4,7,4,2,4,7,4,South Africa,South Africa,Male,18,None,High School/Secondary School&amp,Medium,Low,Yes,3,2,1,1,1,1
2,1,2,5,1,2,2,2,1,2,2,2,1,2,2,2,China,Hong Kong,Male,50,Merchandiset,College/University Degree,Low,Low,Yes,2,1,1,1,1,1
2,2,4,4,2,2,3,3,4,3,2,3,3,2,3,3,China,China,Male,23,Student,College/University Degree,Very Low,High,No,5,5,1,1,1,1
3,2,1,1,7,3,7,3,6,3,5,3,6,3,3,3,United Kingdom,United Kingdom,Female,30,Student,College Degree,Low,Low,No,4,7,1,5,2,1
5,3,3,3,3,5,3,5,3,3,3,3,2,3,4,3,United States,United States,Male,43,Systems Administrator,Some College&amp;amp;nbsp;&amp;a,Medium,High,Yes,3,3,5,2,2,2
3,1,1,1,2,2,7,2,1,1,3,2,3,2,2,1,United Kingdom,United Kingdom,Female,19,Student,College/University Degree,Very Low,High,Yes,4,1,1,3,1,2
2,2,3,1,3,1,5,5,3,3,4,6,4,1,4,7,China,China,Male,24,Student,Master,Low,Low,No,6,7,1,4,7,7
2,2,2,2,2,2,4,4,2,2,3,3,1,1,1,1,Australia,China,0,25,Student,4,2,3,No,4,4,7,1,1,1
1,3,1,2,2,1,4,1,1,1,4,1,1,1,6,1,Turkey,Turkey,Male,23,Student,High School/Secondary School,Medium,Medium,Yes,1,1,1,1,1,1
3,2,2,5,2,4,6,3,2,2,5,2,3,1,2,1,Jordan,Jordan,Male,19,Student,High School/Secondary School,Medium,Medium,Yes,2,1,1,3,1,1
1,2,1,1,2,2,2,1,1,1,1,1,1,6,2,2,China,China,Male,24,Student,College/University Degree,Low,Medium,No,7,7,2,2,2,2
1,5,4,3,3,1,3,4,1,1,4,1,2,3,2,3,Japan,Japan,Female,26,Student,College/University Degree,Medium,Medium,No,7,6,1,1,3,3
3,3,2,2,3,2,5,3,3,2,4,3,4,3,2,3,Canada,Armenia,Male,26,Caretaker,Some College,Very Low,Very Low,No,7,7,4,5,3,3
4,1,1,1,1,2,5,2,1,1,1,1,1,1,1,3,Germany,South Africa,Female,39,Lecturer,Master&amp;rsquo;s Degree,Medium,Medium,No,7,2,1,1,1,1
1,1,1,1,2,2,7,2,1,1,3,2,3,2,3,2,Greece,Greece,Female,23,Student,College/University Degree,Medium,High,Yes,4,2,1,1,1,1
5,5,3,4,4,5,3,3,6,4,4,7,5,2,4,2,United States,United States,Male,30,Computer Technician,College/University Degree&amp;am,Medium,Medium,No,7,7,2,1,1,1
2,1,1,1,3,1,7,1,1,1,3,1,2,3,1,2,Belgium,United Kingdom,Female,26,Student Engineer,College/University Degree,Very Low,Low,No,7,7,2,6,1,1
2,3,2,2,3,4,7,3,3,3,5,3,3,2,3,2,United Kingdom,United Kingdom,Female,22,Student,Master Degree,Low,Medium,No,7,7,2,6,2,2
4,3,3,3,3,4,6,4,3,3,4,5,4,5,4,5,United Kingdom,United Kingdom,Male,25,Student,College/University Degree,High,High,No,5,5,2,2,2,1
2,2,2,2,2,3,7,4,1,3,7,4,3,2,2,1,United Kingdom,United Kingdom,Female,22,The Bank Worker,4,1,3,Yes,4,3,3,1,1,2
2,2,1,1,2,3,5,6,3,2,3,5,4,1,2,1,Brazil,Brazil,Female,21,Student,High School/Secondary School,Low,Very Low,No,6,1,2,1,4,6
3,1,1,1,3,3,3,2,2,2,2,2,2,2,3,2,Brazil,Brazil,Female,29,Doctor,MasterÕs Degree,Medium,High,No,7,7,5,2,1,1
2,2,2,2,2,3,6,3,1,2,5,4,1,1,1,2,Turkey,Turkey,Male,24,Student,College/University Degree,Medium,Medium,Yes,2,2,2,3,2,1
1,4,5,1,1,1,2,3,1,5,1,1,2,2,1,1,France,France,Female,29,Student,College/University Degree,Low,Low,No,7,7,3,2,1,3
2,1,1,2,2,3,6,3,1,2,6,2,2,1,1,2,United Kingdom,United Kingdom,Female,21,Student,College/University Degree,Medium,High,Yes,6,6,1,2,1,1
3,3,1,2,2,3,3,7,2,3,7,2,3,3,1,2,Ghana,Ghana,Female,31,Student,College/University Degree,Low,Low,Yes,1,1,1,1,1,1
1,1,1,1,5,1,6,6,1,1,2,1,1,1,2,1,Brazil,Brazil,Female,49,Teacher,MasterÕs Degree,High,High,Yes,6,6,1,1,1,1
3,2,3,6,2,3,7,3,1,2,6,3,2,1,5,3,Canada,Canada,Female,23,Security,College/University Degree,Low,Low,No,5,7,2,3,1,1
1,1,1,1,6,5,7,6,4,1,7,3,3,2,6,6,Brazil,Brazil,,,,,,,,,,,,,
3,2,2,3,3,2,3,4,2,3,4,4,4,3,2,2,Philippines,Philippines,Male,25,Sales,Some College,Low,Medium,Yes,5,4,4,3,3,4
2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,India,India,Male,25,Manager,Some College&amp;amp;nbsp;&amp;a,Medium,Medium,Yes,2,6,4,3,4,3
4,3,2,3,3,3,1,5,2,2,2,2,3,3,3,2,Togo,Togo,Female,24,Student,Master's Degree,Medium,Medium,No,5,6,3,2,2,2
2,3,1,3,2,3,4,3,4,3,4,2,2,3,3,3,Philippines,Philippines,Female,39,Engineer,Master's Degree,Medium,Medium,Yes,3,1,5,2,2,1
1,1,1,1,2,2,7,1,1,1,7,1,1,1,5,1,Mexico,Mexico,Male,34,Research,Doctoral Degree,Medium,High,No,7,7,1,3,1,1
3,3,3,2,1,2,3,2,1,1,3,2,1,3,3,3,Turkey,Turkey,Male,29,Student,MasterÕs Degree,Medium,Medium,Yes,1,1,5,5,1,1
2,1,1,1,3,2,2,2,2,1,1,1,2,,2,2,China,China,Female,25,Student,MasterÕs Degree,Medium,High,No,7,7,3,3,3,2
6,1,1,1,7,7,7,4,2,2,6,2,2,2,3,2,South Africa,South Africa,Female,19,Student,High School/Secondary School&amp,Medium,Medium,No,7,7,7,1,1,1
2,2,3,2,2,3,2,3,2,3,3,3,2,3,3,2,China,China,Male,24,Student,College/University Degree,Medium,Medium,No,2,2,1,1,1,1
2,2,2,2,1,3,7,3,2,2,6,3,3,2,7,5,Greece,Greece,Female,27,Uni Research Associate,Doctoral Degree,Medium,Medium,No,7,7,1,1,1,1
2,3,3,6,4,3,5,3,3,3,4,4,3,3,4,5,China,China,Male,24,Manager,MasterÕs Degree,Medium,Medium,No,6,6,3,3,2,4
3,3,4,5,5,4,3,3,5,5,4,4,4,3,4,4,China,China,Male,25,Student,College/University Degree,Medium,High,No,5,5,2,1,2,2
2,3,2,2,4,3,6,3,3,2,6,3,3,2,3,2,United Kingdom,United Kingdom,Female,22,Student,Master's Degree,Low,High,Yes,2,2,2,2,2,2
